branch,state,category_code,category,name,igod_org_id,website,listing_url
apx,JH,APXS,Jharkhand,"Governor of Jharkhand - Raj Bhavan, Ranchi",,https://rajbhavanjharkhand.nic.in,https://igod.gov.in/apx/JH/APXS/organizations
apx,JH,APXS,Jharkhand,"Election Department, Jharkhand",,,https://igod.gov.in/apx/JH/APXS/organizations
apx,JH,APXS,Jharkhand,"State Election Commission, Jharkhand",,,https://igod.gov.in/apx/JH/APXS/organizations
apx,JH,APXS,Jharkhand,Jharkhand Public Service Commission,,https://www.jpsc.gov.in,https://igod.gov.in/apx/JH/APXS/organizations
apx,JK,APXS,Jammu and Kashmir,"Governor of Jammu & Kashmir - Raj Bhavan, Srinagar",,https://jkrajbhawan.nic.in,https://igod.gov.in/apx/JK/APXS/organizations
apx,JK,APXS,Jammu and Kashmir,"Election Department, Jammu and Kashmir",,https://ceojk.nic.in,https://igod.gov.in/apx/JK/APXS/organizations
apx,JK,APXS,Jammu and Kashmir,"State Election Commission, Jammu & Kashmir",,https://secjk.nic.in,https://igod.gov.in/apx/JK/APXS/organizations
apx,JK,APXS,Jammu and Kashmir,The Jammu and Kashmir Public Service Commission,,https://jkpsc.nic.in,https://igod.gov.in/apx/JK/APXS/organizations
apx,KA,APXS,Karnataka,"Governor of Karnataka - Raj Bhavan, Bengaluru",,https://rajbhavan.karnataka.gov.in,https://igod.gov.in/apx/KA/APXS/organizations
apx,KA,APXS,Karnataka,Chief Minister of Karnataka,,https://cm.karnataka.gov.in,https://igod.gov.in/apx/KA/APXS/organizations
apx,KA,APXS,Karnataka,Karnataka Chief Minister's Relief Fund for Covid-l9,,https://cmrf.karnataka.gov.in/English/index.html,https://igod.gov.in/apx/KA/APXS/organizations
apx,KA,APXS,Karnataka,"State Election Commission (SEC), Karnataka",,https://karsec.gov.in,https://igod.gov.in/apx/KA/APXS/organizations
apx,KA,APXS,Karnataka,Karnataka Electricity Regulatory Commission (KERC),,https://kerc.karnataka.gov.in,https://igod.gov.in/apx/KA/APXS/organizations
apx,KL,APXS,Kerala,"Governor of Kerala - Raj Bhavan, Thiruvananthapuram",,https://www.rajbhavan.kerala.gov.in,https://igod.gov.in/apx/KL/APXS/organizations
apx,KL,APXS,Kerala,Chief Minister of Kerala,,https://keralacm.gov.in,https://igod.gov.in/apx/KL/APXS/organizations
apx,KL,APXS,Kerala,Kerala Chief Minister's Pandemic Relief Fund,,https://donation.cmdrf.kerala.gov.in,https://igod.gov.in/apx/KL/APXS/organizations
apx,KL,APXS,Kerala,Kerala Public Service Commission-Online Application Forms,,https://thulasi.psc.kerala.gov.in,https://igod.gov.in/apx/KL/APXS/organizations
apx,KL,APXS,Kerala,"State Election Commission (SEC), Kerala",,https://www.sec.kerala.gov.in,https://igod.gov.in/apx/KL/APXS/organizations
apx,KL,APXS,Kerala,"Administrative Reforms Commission, Kerala",,https://arc.kerala.gov.in,https://igod.gov.in/apx/KL/APXS/organizations
apx,KL,APXS,Kerala,Kerala Public Service Commission,,https://www.keralapsc.gov.in,https://igod.gov.in/apx/KL/APXS/organizations
apx,LA,APXS,Ladakh,"Election Department, Ladakh",,https://ladakh.gov.in/election-department,https://igod.gov.in/apx/LA/APXS/organizations
apx,LD,APXS,Lakshadweep,"Election Department, Lakshadweep",,https://ceolakshadweep.gov.in,https://igod.gov.in/apx/LD/APXS/organizations
apx,LD,APXS,Lakshadweep,"Lt. Gen. Governor's, Lakshadweep",,https://lakshadweep.gov.in/about-lakshadweep/profile-administrator,https://igod.gov.in/apx/LD/APXS/organizations
apx,LD,APXS,Lakshadweep,"Leutenant General Dashboard of Darpan, U.T. Administration of Lakshadweep",,https://ld.lgdashboard.nic.in,https://igod.gov.in/apx/LD/APXS/organizations
apx,MH,APXS,Maharashtra,"Governor of Maharashtra - Raj Bhavan, Mumbai",,https://rajbhavan-maharashtra.gov.in,https://igod.gov.in/apx/MH/APXS/organizations
apx,MH,APXS,Maharashtra,"Election Department, Maharashtra",,,https://igod.gov.in/apx/MH/APXS/organizations
apx,MH,APXS,Maharashtra,Maharashtra Chief Minister's Relief Fund-COVID 19,,https://cmrf.maharashtra.gov.in,https://igod.gov.in/apx/MH/APXS/organizations
apx,MH,APXS,Maharashtra,"State Election Commission (SEC), Maharashtra",,https://mahasec.maharashtra.gov.in,https://igod.gov.in/apx/MH/APXS/organizations
apx,MH,APXS,Maharashtra,Maharashtra Public Service Commission (MPSC),,https://mpsc.gov.in,https://igod.gov.in/apx/MH/APXS/organizations
apx,ML,APXS,Meghalaya,"Governor of Meghalaya - Raj Bhavan, Shillong",,https://meggovernor.gov.in,https://igod.gov.in/apx/ML/APXS/organizations
apx,ML,APXS,Meghalaya,Chief Minister of Meghalaya,,https://meghalaya.gov.in/meghalaya/2,https://igod.gov.in/apx/ML/APXS/organizations
apx,ML,APXS,Meghalaya,Meghalaya State Commission for Women,,https://mscw.gov.in,https://igod.gov.in/apx/ML/APXS/organizations
apx,ML,APXS,Meghalaya,Meghalaya Chief Minister's Relief Fund,,https://megcmrf.gov.in,https://igod.gov.in/apx/ML/APXS/organizations
apx,MN,APXS,Manipur,Governor of Manipur,,https://rajbhavanmanipur.nic.in,https://igod.gov.in/apx/MN/APXS/organizations
apx,MN,APXS,Manipur,eMPSC Online - Manipur Public Service Commission (MPSC),,https://empsconline.gov.in,https://igod.gov.in/apx/MN/APXS/organizations
apx,MN,APXS,Manipur,Manipur Public Service Commission,,https://mpscmanipur.gov.in,https://igod.gov.in/apx/MN/APXS/organizations
apx,MN,APXS,Manipur,Chief Minister of Manipur,,https://www.cmmanipur.gov.in,https://igod.gov.in/apx/MN/APXS/organizations
apx,MN,APXS,Manipur,Manipur State Women's for Commission (MSCW),,,https://igod.gov.in/apx/MN/APXS/organizations
apx,MP,APXS,Madhya Pradesh,"Governor of Madhya Pradesh - Raj Bhavan, Bhopal",,https://governor.mp.gov.in,https://igod.gov.in/apx/MP/APXS/organizations
apx,MP,APXS,Madhya Pradesh,"State Election Commission (SEC), Madhya Pradesh",,https://mplocalelection.gov.in,https://igod.gov.in/apx/MP/APXS/organizations
apx,MP,APXS,Madhya Pradesh,Madhya Pradesh Chief Minister's Relief Fund for COVID-19,,,https://igod.gov.in/apx/MP/APXS/organizations
apx,MP,APXS,Madhya Pradesh,"Chief Minister's Helpline, Government of Madhya Pradesh",,https://cmhelpline.mp.gov.in,https://igod.gov.in/apx/MP/APXS/organizations
apx,MP,APXS,Madhya Pradesh,Madhya Pradesh Public Service Commission (MPPSC),,https://mppsc.mp.gov.in,https://igod.gov.in/apx/MP/APXS/organizations
apx,MP,APXS,Madhya Pradesh,Madhya Pradesh State Women's Commission,,,https://igod.gov.in/apx/MP/APXS/organizations
apx,MZ,APXS,Mizoram,"Governor of Mizoram - Raj Bhavan, Aizawl",,https://rajbhavan.mizoram.gov.in,https://igod.gov.in/apx/MZ/APXS/organizations
apx,MZ,APXS,Mizoram,Chief Minister of Mizoram,,https://cmonline.mizoram.gov.in,https://igod.gov.in/apx/MZ/APXS/organizations
apx,MZ,APXS,Mizoram,"State Election Commission (SEC), Mizoram",,https://sec.mizoram.gov.in,https://igod.gov.in/apx/MZ/APXS/organizations
apx,MZ,APXS,Mizoram,Mizoram Public Service Commission,,https://mpsc.mizoram.gov.in,https://igod.gov.in/apx/MZ/APXS/organizations
apx,ND,APXS,Dadra and Nagar Haveli and Daman and Diu,"Election Commission Department, UT of Dadra and Nagar Haveli and Daman and Diu",,https://ddd.gov.in/ut-election-commission,https://igod.gov.in/apx/ND/APXS/organizations
apx,NL,APXS,Nagaland,Chief Minister of Nagaland,,https://chiefminister.nagaland.gov.in,https://igod.gov.in/apx/NL/APXS/organizations
apx,NL,APXS,Nagaland,"Governor of Nagaland - Raj Bhavan, Kohima",,https://rajbhavan.nagaland.gov.in,https://igod.gov.in/apx/NL/APXS/organizations
apx,NL,APXS,Nagaland,"Nagaland Public Service Commission, Kohima",,https://npsc.nagaland.gov.in,https://igod.gov.in/apx/NL/APXS/organizations
apx,NL,APXS,Nagaland,Nagaland State Commission for Women,,https://nscw.nagaland.gov.in,https://igod.gov.in/apx/NL/APXS/organizations
apx,OD,APXS,Odisha,"Governor of Odisha - Raj Bhavan, Bhubaneswar",,https://www.rajbhavanodisha.gov.in,https://igod.gov.in/apx/OD/APXS/organizations
apx,OD,APXS,Odisha,Chief Minister of Odisha,,https://cm.odisha.gov.in,https://igod.gov.in/apx/OD/APXS/organizations
apx,OD,APXS,Odisha,"State Election Commission, Odisha",,https://sec.odisha.gov.in,https://igod.gov.in/apx/OD/APXS/organizations
apx,OD,APXS,Odisha,Odisha Chief Minister's Relief Fund for COVID-19,,https://cmrfodisha.gov.in,https://igod.gov.in/apx/OD/APXS/organizations
apx,OD,APXS,Odisha,Online Applications : Odisha Public Service Commission (OPSC),,,https://igod.gov.in/apx/OD/APXS/organizations
apx,OD,APXS,Odisha,Odisha Public Service Commission,,https://www.opsc.gov.in,https://igod.gov.in/apx/OD/APXS/organizations
apx,PB,APXS,Punjab,"Punjab Raj Bhavan, Chandigarh",,https://punjabrajbhavan.gov.in,https://igod.gov.in/apx/PB/APXS/organizations
apx,PB,APXS,Punjab,Punjab State Election Commission,,https://sec.punjab.gov.in/en,https://igod.gov.in/apx/PB/APXS/organizations
apx,PB,APXS,Punjab,Punjab Public Service Commission,,https://www.ppsc.gov.in,https://igod.gov.in/apx/PB/APXS/organizations
apx,PB,APXS,Punjab,Punjab Chief Minister's Relief Fund for COVID-19,,https://eservices.punjab.gov.in/directApply.do?serviceId=2052,https://igod.gov.in/apx/PB/APXS/organizations
apx,PY,APXS,Puducherry,Raj Nivas - Office of Lieutenant Governor of Puducherry,,https://rajnivas.py.gov.in,https://igod.gov.in/apx/PY/APXS/organizations
apx,PY,APXS,Puducherry,Chief Minister of Puducherry,,https://www.py.gov.in/chief-minister,https://igod.gov.in/apx/PY/APXS/organizations
apx,PY,APXS,Puducherry,"Election Department, Puducherry",,https://ceopuducherry.py.gov.in,https://igod.gov.in/apx/PY/APXS/organizations
apx,RJ,APXS,Rajasthan,Governor of Rajasthan,,https://rajbhawan.rajasthan.gov.in,https://igod.gov.in/apx/RJ/APXS/organizations
apx,RJ,APXS,Rajasthan,"Chief Minister's Office, Rajasthan",,https://cmo.rajasthan.gov.in,https://igod.gov.in/apx/RJ/APXS/organizations
apx,RJ,APXS,Rajasthan,"State Election Commission (SEC), Rajasthan",,https://sec.rajasthan.gov.in,https://igod.gov.in/apx/RJ/APXS/organizations
apx,RJ,APXS,Rajasthan,Rajasthan State Commission for Women (RSCW),,https://rscw.rajasthan.gov.in,https://igod.gov.in/apx/RJ/APXS/organizations
apx,RJ,APXS,Rajasthan,Rajasthan Public Service Commission (RPSC),,https://rpsc.rajasthan.gov.in,https://igod.gov.in/apx/RJ/APXS/organizations
apx,RJ,APXS,Rajasthan,"Chief Ministers Relief Fund, Rajasthan",,https://cmrelief.rajasthan.gov.in,https://igod.gov.in/apx/RJ/APXS/organizations
apx,SK,APXS,Sikkim,"Governor of Sikkim - Raj Bhavan, Gangtok",,https://rajbhavansikkim.gov.in,https://igod.gov.in/apx/SK/APXS/organizations
apx,SK,APXS,Sikkim,"Election Department, Sikkim",,https://ceosikkim.nic.in,https://igod.gov.in/apx/SK/APXS/organizations
apx,SK,APXS,Sikkim,Sikkim Chief Minister’s Disaster Relief Fund,,https://cmdrf.sikkim.gov.in,https://igod.gov.in/apx/SK/APXS/organizations
apx,SK,APXS,Sikkim,Sikkim Public Service Commission (SPSC),,https://spsc.sikkim.gov.in,https://igod.gov.in/apx/SK/APXS/organizations
apx,TN,APXS,Tamil Nadu,"Governor of Tamil Nadu - Raj Bhavan, Chennai",,https://tnrajbhavan.gov.in,https://igod.gov.in/apx/TN/APXS/organizations
apx,TN,APXS,Tamil Nadu,Chief Minister of Tamilnadu,,,https://igod.gov.in/apx/TN/APXS/organizations
apx,TN,APXS,Tamil Nadu,"State Election Commission (SEC), Tamil Nadu",,,https://igod.gov.in/apx/TN/APXS/organizations
apx,TN,APXS,Tamil Nadu,Tamil Nadu Chief Minister's Public Relief Fund for COVID-19,,https://ereceipt.tn.gov.in/escroll,https://igod.gov.in/apx/TN/APXS/organizations
apx,TN,APXS,Tamil Nadu,Tamil Nadu Public Service Commission (TNPSC),,https://www.tnpsc.gov.in,https://igod.gov.in/apx/TN/APXS/organizations
apx,TR,APXS,Tripura,"Tripura Commission for Women, Melarmath, Agartala, Tripura",,https://tcw.tripura.gov.in,https://igod.gov.in/apx/TR/APXS/organizations
apx,TR,APXS,Tripura,Tripura Chief Minister's Relief Fund for COVID-19,,https://cmrf.tripura.gov.in,https://igod.gov.in/apx/TR/APXS/organizations
apx,TR,APXS,Tripura,"State Election Commission (SEC), Tripura",,https://sec.tripura.gov.in,https://igod.gov.in/apx/TR/APXS/organizations
apx,TS,APXS,Telangana,"Governor of Telangana - Raj Bhavan, Hyderabad",,https://governor.telangana.gov.in,https://igod.gov.in/apx/TS/APXS/organizations
apx,TS,APXS,Telangana,Chief Minister of Telangana,,https://cm.telangana.gov.in,https://igod.gov.in/apx/TS/APXS/organizations
apx,TS,APXS,Telangana,Telangana State Public Service Commission (TSPSC),,https://www.tspsc.gov.in,https://igod.gov.in/apx/TS/APXS/organizations
apx,UK,APXS,Uttarakhand,"Chief Minister's Helpline, Government of Uttarakhand",,https://cmhelpline.uk.gov.in,https://igod.gov.in/apx/UK/APXS/organizations
apx,UK,APXS,Uttarakhand,Uttarakhand Chief Minister's Relief Fund (CMRF),,https://cmrf.uk.gov.in,https://igod.gov.in/apx/UK/APXS/organizations
apx,UK,APXS,Uttarakhand,"State Election Commission (SEC), Uttarakhand",,https://sec.uk.gov.in,https://igod.gov.in/apx/UK/APXS/organizations
apx,UK,APXS,Uttarakhand,Chief Minister of Uttarakhand,,https://cm.uk.gov.in,https://igod.gov.in/apx/UK/APXS/organizations
apx,UK,APXS,Uttarakhand,"Chief Minister Vivekadhin Kosh Portal, Uttarakhand",,https://cmvivekadhin.uk.gov.in,https://igod.gov.in/apx/UK/APXS/organizations
apx,UK,APXS,Uttarakhand,Uttarkhand public Service Commission,,https://psc.uk.gov.in,https://igod.gov.in/apx/UK/APXS/organizations
apx,UP,APXS,Uttar Pradesh,"Governor of Uttar Pradesh - Raj Bhavan, Lucknow",,https://upgovernor.gov.in,https://igod.gov.in/apx/UP/APXS/organizations
apx,UP,APXS,Uttar Pradesh,"Chief Ministers Office, Uttar Pradesh",,https://upcmo.up.nic.in,https://igod.gov.in/apx/UP/APXS/organizations
apx,UP,APXS,Uttar Pradesh,Uttar Pradesh Chief Minister's Distress Relief Fund : COVID Care Fund,,https://rahat.up.nic.in/upcovidcarefund.aspx,https://igod.gov.in/apx/UP/APXS/organizations
apx,UP,APXS,Uttar Pradesh,"State Election Commission (SEC), Uttar Pradesh",,https://sec.up.nic.in,https://igod.gov.in/apx/UP/APXS/organizations
apx,UP,APXS,Uttar Pradesh,"State Consumer Disputes Redressal Commission, Uttar Pradesh",,https://scdrc.up.nic.in,https://igod.gov.in/apx/UP/APXS/organizations
apx,UP,APXS,Uttar Pradesh,Uttar Pradesh State Public Service Commission,,https://uppsc.up.nic.in,https://igod.gov.in/apx/UP/APXS/organizations
apx,WB,APXS,West Bengal,"Governor of West Bengal - Raj Bhavan, Kolkata",,,https://igod.gov.in/apx/WB/APXS/organizations
apx,WB,APXS,West Bengal,Chief Minister of West Bengal,,,https://igod.gov.in/apx/WB/APXS/organizations
apx,WB,APXS,West Bengal,"State Election Commission (SEC), West Bengal",,https://wbsec.gov.in,https://igod.gov.in/apx/WB/APXS/organizations
apx,WB,APXS,West Bengal,West Bengal Commission for Women,,https://wcdsw.wb.gov.in/cw,https://igod.gov.in/apx/WB/APXS/organizations
int,,HNMISS,Honorary Missions,"Honorary Consul of India, Andorra la Vella, Andorra",,,https://igod.gov.in/int/HNMISS/organizations
int,,HNMISS,Honorary Missions,"Honorary Consul of India, Bangui, Central African Republic",,,https://igod.gov.in/int/HNMISS/organizations
int,,HNMISS,Honorary Missions,"Honorary Consul of India, Banjul, Gambia",,,https://igod.gov.in/int/HNMISS/organizations
int,,HNMISS,Honorary Missions,"Honorary Consul of India, Basseterre, Saint Kitts and Nevis",,,https://igod.gov.in/int/HNMISS/organizations
int,,HNMISS,Honorary Missions,"Honorary Consul of India, Belize City, Belize",,,https://igod.gov.in/int/HNMISS/organizations
int,,HNMISS,Honorary Missions,"Honorary Consul of India, Bissau",,,https://igod.gov.in/int/HNMISS/organizations
int,,HNMISS,Honorary Missions,"Honorary Consul of India, Cotonou, Benin",,https://www.hciabuja.gov.in,https://igod.gov.in/int/HNMISS/organizations
int,,HNMISS,Honorary Missions,"Honorary Consul of India, Ecuador",,,https://igod.gov.in/int/HNMISS/organizations
int,,HNMISS,Honorary Missions,"Honorary Consul of India, La Paz, Bolivia",,https://www.indembassy.org.pe,https://igod.gov.in/int/HNMISS/organizations
int,,HNMISS,Honorary Missions,"Honorary Consul of India, Libreville, Gabon",,,https://igod.gov.in/int/HNMISS/organizations
int,,HNMISS,Honorary Missions,"Honorary Consul of India, Luxembourg",,,https://igod.gov.in/int/HNMISS/organizations
int,,HNMISS,Honorary Missions,"Honorary Consul of India, Majuro, Marshall Islands",,,https://igod.gov.in/int/HNMISS/organizations
int,,HNMISS,Honorary Missions,"Honorary Consul of India, Managua, Nicaragua",,,https://igod.gov.in/int/HNMISS/organizations
int,,HNMISS,Honorary Missions,"Honorary Consul of India, N djamena, Chad",,https://www.hciabuja.gov.in,https://igod.gov.in/int/HNMISS/organizations
int,,HNMISS,Honorary Missions,"Honorary Consul of India, Oranjestad, Aruba",,,https://igod.gov.in/int/HNMISS/organizations
int,,HNMISS,Honorary Missions,"Honorary Consul of India, Palau",,,https://igod.gov.in/int/HNMISS/organizations
int,,HNMISS,Honorary Missions,"Honorary Consul of India, Saint John's, Antigua and Barbuda",,,https://igod.gov.in/int/HNMISS/organizations
int,,HNMISS,Honorary Missions,"Honorary Consul of India, Samoa",,,https://igod.gov.in/int/HNMISS/organizations
int,,HNMISS,Honorary Missions,"Honorary Consul of India, San Jose, Costa Rica",,,https://igod.gov.in/int/HNMISS/organizations
int,,HNMISS,Honorary Missions,"Honorary Consul of India, San Salvador, El Salvador",,,https://igod.gov.in/int/HNMISS/organizations
int,,HNMISS,Honorary Missions,"Honorary Consul of India, St. George, Grenada",,,https://igod.gov.in/int/HNMISS/organizations
int,,HNMISS,Honorary Missions,"Honorary Consul of India, Swaziland",,,https://igod.gov.in/int/HNMISS/organizations
int,,HNMISS,Honorary Missions,"Honorary Consul of India, Tirana, Albania",,https://www.eoibucharest.gov.in/,https://igod.gov.in/int/HNMISS/organizations
int,,HNMISS,Honorary Missions,"Honorary Consul of India, Yerevan, Georgia",,,https://igod.gov.in/int/HNMISS/organizations
